OBJECTID,Inverter,Row,Table_,UPN,Drive_Time_MIN,Drive_Time_SEC,As_Built_Northing,Design_Northing,Top_of_P_in_Northing_Tolerance,As_Built_Easting,Design_Easting,Easting_In_Tolerance,As_Built_Top_Elev,Design_Elevation,Pile_Length,As_Built_Reveal_ft,Design_Min_Reveal_ft,Design_Max_Reveal_ft,Reveal_in_Spec,As_Built_Embed,Design_Min_Embed,Min_Embd_Met,Pile_Twist,Twist_in_Tol,East_deg_Lean,North_Deg_Lean,Remediation_Complete,Remediation_Type,N_Dy,E_Dx,Elv_Dz,GlobalID,CreationDate,Creator,EditDate,Editor,Letter,Color,Damper,Pile_Type,Table_Ready_for_Racking,Symbology,Tracker_Slope_Deg,Cumulative_Slope,Pile_Installed,Elevation_In_Tolerance,East_Deg_Lean_In_Spec,North_Deg_Lean_in_Spec,Remediation_Approved,Pull_Test_Passed,Is_Pull_Test_Needed,Remediation_Performed,Random_Pull_Test,Cumulative_Tracker_Slope_in_Spe,Date_Installed,Date_of_Pull_Test,Date_of_Random_Pull_Test,Date_Remediation_Completed,Date_Remediation_Approved,Display,Drive_Finished_At,Drive_Machine,Hammering_Status,Hammering_Flag,Design_Bottom_of_Pile,Remediation_Reccomendation,Symbology_S02,UFN,Num_Helicals_In_Frame,Helical_Oreintation,Helical_PIle_Position,Frame_Des_Northing,Frame_Des_Easting,Frame_Des_Elv,Helical_or_W_Section,Helical_Clocking,Pile_Size,Pile_Shape,Phots_Needed,Symbology_3
47249,12,0,0,500139,,,,367306.296,No,,2260933.461,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27131201.532,,{7e10ff57-712a-4439-84db-e6f14af7715c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47250,12,0,0,500140,,,,367306.296,No,,2260940.961,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27131291.532,,{b346c0bb-5089-4037-b2bf-a694f5c84a50},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47251,12,0,0,500141,,,,367306.296,No,,2260946.211,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27131354.532,,{9865bbd7-c3ec-4fc5-8318-c40d2ea1d290},2025-12-16 16:14:51,HNemerov_westwood,2026-02-25 14:46:41,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-25 06:00:00,,2026-02-25 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47252,12,0,0,500142,,,,367306.296,No,,2260951.461,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27131417.532,,{d760c92c-4b44-467a-b631-02b4fb3a0c48},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47253,12,0,0,500143,,,,367306.296,No,,2260960.378,No,,897.2987,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27131524.536,,{686e9d84-6cac-482f-9336-c94f15a82743},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47254,12,0,0,500144,,,,367309.911,No,,2260940.961,No,,897.2987,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27131291.532,,{5b1192ac-883e-462e-8d6c-a3dd06903fec},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-10 06:00:00,,2026-02-10 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47255,13,0,0,500145,,,,367309.911,No,,2261362.461,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27136349.532,,{f968ca36-75f1-4d32-bb9b-6f2065f13cc4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1-3/4” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47256,13,0,0,500146,,,,367309.911,No,,2261356.461,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27136277.532,,{260d0bc3-e295-4a52-95f2-1fd9a2154c28},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47257,13,0,0,500147,,,,367306.296,No,,2261356.461,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27136277.532,,{13a57abf-7b91-410d-8594-5f90d2628359},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47258,13,0,0,500148,,,,367306.296,No,,2261362.461,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27136349.532,,{35a4596a-f907-4d65-aeb8-33f56ec0f75f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47259,13,0,0,500149,,,,367306.296,No,,2261369.961,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27136439.532,,{dc22bd54-de56-42fe-9c69-954a138b9a25},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47260,13,0,0,500150,,,,367306.296,No,,2261375.211,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27136502.532,,{a2f0923c-6ab0-4766-9ef8-e5af8473262f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 22:39:47,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47261,13,0,0,500151,,,,367306.296,No,,2261380.461,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407675.551999999,27136565.532,,{fdcec27c-6885-4f1f-99c2-a65aa42d89dc},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47262,13,0,0,500152,,,,367306.296,No,,2261389.378,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407675.551999999,27136672.536,,{13ee2948-0ffc-4ad4-839e-7d1fb5afc6c8},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47263,13,0,0,500153,,,,367309.911,No,,2261369.961,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27136439.532,,{75e2ce4c-8054-4210-8ba8-ae23e04a123f},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 21:41:38,Boldtpersonnel_boldt,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,3/4” shim needed on pile cap,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47264,13,0,0,500154,,,,367309.911,No,,2261375.211,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27136502.532,,{2c746bcc-7e89-477d-87a7-19c979f417ca},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-02 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47265,13,0,0,500155,,,,367309.911,No,,2261389.378,No,,915.9766,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4407718.932,27136672.536,,{83729289-a3b3-46c5-b9c3-0ab806ab162b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2 shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47266,13,0,0,500156,,,,367309.911,No,,2261380.461,No,,915.9766,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4407718.932,27136565.532,,{4a962543-b2ef-4c59-a691-8ea6f94d2a14},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,3/4 shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47267,17,0,0,500157,,,,366379.703,No,,2263385.666,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396556.436,27160627.992000002,,{d19cae60-0213-4535-aa0e-792886e06313},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47268,17,0,0,500158,,,,366379.703,No,,2263399.833,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396556.436,27160797.996,,{d42570ac-9af7-4705-8c26-226f1ff850d2},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-30 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47269,17,0,0,500159,,,,366379.703,No,,2263405.083,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396556.436,27160860.996,,{53951325-8566-410f-8e66-918b006980a5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,Needs 1/2” shim on cap,Passed,Yes,2026-02-24 06:00:00,,2026-02-24 06:00:00,,,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47270,17,0,0,500160,,,,366379.703,No,,2263412.583,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396556.436,27160950.996,,{e0793c15-51da-44aa-8eb8-f645ec09d4fb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-30 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47271,17,0,0,500161,,,,366379.703,No,,2263418.583,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396556.436,27161022.996,,{3b66ff78-c677-46c7-b50c-9f0e9fef3e34},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-30 06:00:00,,,,,Installation,,,,,,,,,,,,,,,,,,,,0
47272,17,0,0,500162,,,,366383.318,No,,2263418.583,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396599.816000001,27161022.996,,{6ae7bffa-facb-4cea-b5c1-76370a9f1ae4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,Need 1/2” shim on cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47273,17,0,0,500163,,,,366383.318,No,,2263412.583,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396599.816000001,27160950.996,,{9ddfa6ee-3da9-4442-b4ad-b9231e19bcdb},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47274,17,0,0,500164,,,,366383.318,No,,2263405.083,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396599.816000001,27160860.996,,{76920db3-7c4e-48f5-a26a-2c72445b3018},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47275,17,0,0,500165,,,,366383.318,No,,2263399.833,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396599.816000001,27160797.996,,{daa4619b-1798-4a50-b4a4-938d053c3591},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47276,17,0,0,500166,,,,366383.318,No,,2263394.583,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396599.816000001,27160734.996,,{fa77fc57-4308-4314-9e7c-91625d452bd3},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47277,17,0,0,500167,,,,366383.318,No,,2263385.666,No,,911.621,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4396599.816000001,27160627.992000002,,{0ef9a965-d9d2-4381-9346-c69894d7a4f7},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2025-12-31 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,0
47278,17,0,0,500168,,,,366379.703,No,,2263394.583,No,,911.621,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4396556.436,27160734.996,,{eb4dc0b1-f1c5-4422-9c19-dbaaaee1f0a1},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,Needs 3/4” shim on cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,,,,,,,,,,,,,,,,,,,,0
47279,18,0,0,500169,1.0,4.0,,365854.56,No,,2259349.166,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390254.72,27112189.992000002,,{46d9a0e9-df17-4bc0-87b8-4717be1cf1e4},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,2026-01-05T15:59:12.408,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47280,18,0,0,500170,0.0,51.0,,365854.56,No,,2259358.083,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390254.72,27112296.996,,{d26f127f-c48e-488a-a544-7d80686dcf23},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T16:02:23.908,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47281,18,0,0,500171,1.0,2.0,,365854.56,No,,2259363.333,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390254.72,27112359.996,,{563dd4ea-54f8-4709-a8d2-56a0cb6d705a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2” pile cap shim needed,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T08:00:07.49,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47282,18,0,0,500172,2.0,59.0,,365854.56,No,,2259368.583,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390254.72,27112422.996,,{122a6603-7f5a-4e8d-bd20-e34a5d67269b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T08:05:37.898,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47283,18,0,0,500173,2.0,18.0,,365854.56,No,,2259376.083,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390254.72,27112512.996,,{9531db08-5019-4d25-9ef2-54fa08f5bccd},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-03 06:00:00,,,,,,2026-01-05T08:11:58.946,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47284,18,0,0,500174,0.0,55.0,,365854.56,No,,2259382.083,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390254.72,27112584.996,,{d4826494-7363-44b7-8358-4dbd2f484e25},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1-1/4” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T08:14:26.368,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47285,18,0,0,500175,0.0,37.0,,365858.175,No,,2259382.083,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390298.1,27112584.996,,{190da488-5901-4ec7-b0d5-4833f1a1e21c},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1-1/4” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T15:42:10.742,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47286,18,0,0,500176,1.0,19.0,,365858.175,No,,2259376.083,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390298.1,27112512.996,,{324e1433-765f-49a4-8e8f-c30c95e05154},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2 “ shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T15:44:48.234,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47287,18,0,0,500177,1.0,2.0,,365858.175,No,,2259368.583,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390298.1,27112422.996,,{72a87760-76a8-4bd6-b059-818d929d7609},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:47:14.7,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47288,18,0,0,500178,0.0,50.0,,365858.175,No,,2259363.333,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390298.1,27112359.996,,{b5148c1b-1c2d-4a21-85bc-ef70acebe349},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,1/2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T15:49:26.485,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47289,18,0,0,500179,1.0,9.0,,365858.175,No,,2259358.083,No,,889.8993,17.5,,1.0,3.5,,,14.0,,,Yes,,,,,4390298.1,27112296.996,,{3282c0f6-f958-4ebb-9932-7dba428e459b},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,,,Yes,2026-01-05 06:00:00,,,,,,2026-01-05T15:51:55.909,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47290,18,0,0,500180,1.0,49.0,,365858.175,No,,2259349.166,No,,889.8993,16.5,,1.0,3.5,,,13.0,,,Yes,,,,,4390298.1,27112189.992000002,,{aba3acdf-366e-401e-bd67-115cd167b87a},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,1.0,,,Yes,,,,,,,2” shim needed on pile cap,,Yes,2026-01-08 06:00:00,,,,,Remediation,2026-01-05T15:55:17.378,Doyle-2500-011_-_Machine_2,COMPLETED,GOOD,,,,,,,,,,,,,,,,0
47291,19,0,0,500181,,,365854.477,365854.56,Yes,2260031.89,2260031.666,No,889.036,889.0723,16.5,889.036,1.0,3.5,No,-872.536,13.0,No,,Yes,,,Yes,,0.9959999998100102,-2.687999999150634,,{fd02a352-9037-48ab-88ef-f1ba066dc509},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47292,19,0,0,500182,,,365854.463,365854.56,Yes,2260040.63,2260040.583,Yes,889.147,889.0723,17.5,889.147,1.0,3.5,No,-871.647,14.0,No,,Yes,,,Yes,,1.1640000001061708,-0.5639999974519014,,{a93197a4-0d99-475b-bf11-c887aae84419},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47293,19,0,0,500183,,,365854.515,365854.56,Yes,2260045.95,2260045.833,No,889.006,889.0723,17.5,889.006,1.0,3.5,No,-871.506,14.0,No,,Yes,,,Yes,,0.5399999998044223,-1.4040000010281801,,{a8428bfb-c43b-479f-b3f3-37f9ee604327},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47294,19,0,0,500184,,,365854.56,365854.56,Yes,2260051.08,2260051.083,Yes,888.996,889.0723,17.5,888.996,1.0,3.5,No,-871.496,14.0,No,,Yes,,,Yes,,0.0,0.036000000312924385,,{3c6d84ee-acc2-411f-af89-22754a935e55},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,Passed,Yes,2026-02-09 06:00:00,,2026-02-09 06:00:00,2026-02-09 06:00:00,2026-02-09 06:00:00,Random Pull Test,,,,,,,,,,,,,,,,,,,,0
47295,19,0,0,500185,,,365854.519,365854.56,Yes,2260058.65,2260058.583,Yes,889.068,889.0723,16.5,889.068,1.0,3.5,No,-872.568,13.0,No,,Yes,,,Yes,,0.4920000003185123,-0.8039999976754189,,{7dacfb5a-52c9-4581-9ac2-0f4c8b3fbc90},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47296,19,0,0,500186,,,365854.532,365854.56,Yes,2260064.67,2260064.583,Yes,889.079,889.0723,16.5,889.079,1.0,3.5,No,-872.579,13.0,No,,Yes,,,Yes,,0.3359999998938292,-1.0439999978989363,,{c939bce1-3f9b-4aca-b74d-4996084cf740},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47297,19,0,0,500187,,,365858.135,365858.175,Yes,2260064.61,2260064.583,Yes,889.105,889.0723,16.5,889.105,1.0,3.5,No,-872.605,13.0,No,,Yes,,,Yes,,0.4799999997485429,-0.323999997228384,,{1e7b119d-25bb-4b10-a76d-d5d42024af72},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
47298,19,0,0,500188,,,365858.165,365858.175,Yes,2260058.61,2260058.583,Yes,888.877,889.0723,16.5,888.877,1.0,3.5,No,-872.377,13.0,No,,Yes,,,Yes,,0.12000000011175871,-0.323999997228384,,{29830df0-fe1e-4c63-a251-ca90bb9d4cd5},2025-12-16 16:14:51,HNemerov_westwood,2026-02-24 16:18:42,sauron.sanchez,,,,INVERTER PILE,,6.0,,,Yes,Yes,No,No,Yes,,,Field verified by Cameron ,,Yes,2026-02-02 06:00:00,,,2026-02-02 06:00:00,2026-02-02 06:00:00,Remediation,,,,,,,,,,,,,,,,,,,,0
